id,title,vote_average,release_date,runtime,original_language,overview,poster_path,genres
2059,National Treasure,6.605,2004-11-19,131,en,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",/pxL6E4GBOPUG6CdkO9cUQN5VMwI.jpg,"Adventure, Action, Thriller, Mystery"
86834,Noah,5.653,2014-03-07,138,en,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,/trtD17IqSWV9Nbn4OILztc9GuCX.jpg,"Drama, Adventure"
184,Jackie Brown,7.353,1997-12-25,154,en,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan — with help from a bail bondsman — to keep the money for herself.",/ewbLUXvm4riZL0aepy90o0vMesn.jpg,Crime
766507,Prey,7.762,2022-08-02,100,en,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",/ujr5pztc1oitbe7ViMUOilFaJ7s.jpg,"Thriller, Action, Science Fiction"
927,Gremlins,7.09,1984-06-08,106,en,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, unleashing a horde of mischievous gremlins on a small town.",/3iUgvvtB01BuTntPOBcG64kYk6y.jpg,"Fantasy, Horror, Comedy"
166428,How to Train Your Dragon: The Hidden World,7.761,2019-01-03,104,en,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg,"Animation, Family, Adventure"
380,Rain Man,7.756,1988-12-12,134,en,"When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his father's money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers' cross-country trip ends up changing both their lives.",/iTNHwO896WKkaoPtpMMS74d8VNi.jpg,Drama
12230,One Hundred and One Dalmatians,7.162,1961-01-25,82,en,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.  In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.",/mRY84MJeWKnp9joev82QtslJFvk.jpg,"Adventure, Animation, Comedy, Family"
9325,The Jungle Book,7.276,1967-10-18,78,en,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",/yN1kuupnPTLUprgfvC5WapgrxG4.jpg,"Family, Animation, Adventure"
1576,Resident Evil,6.61,2002-03-15,100,en,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak.",/1UKNef590A0ZaMnxsscIcWuK1Em.jpg,"Horror, Action, Science Fiction"
59859,Kick-Ass 2,6.396,2013-07-17,103,en,"After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation.",/1go2A3gdQjaMuHWquybgoJlQRcX.jpg,"Action, Adventure, Crime"
782,Gattaca,7.548,1997-09-07,106,en,"In a future society in the era of indefinite eugenics, humans are set on a life course depending on their DNA. Young Vincent Freeman is born with a condition that would prevent him from space travel, yet is determined to infiltrate the GATTACA space program.",/eSKr5Fl1MEC7zpAXaLWBWSBjgJq.jpg,"Thriller, Science Fiction, Mystery, Romance"
82654,Warm Bodies,6.44,2013-01-31,97,en,"After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world.",/pvVpl38YOBDOANb0pWbXFb8X3iZ.jpg,"Horror, Comedy, Romance"
9737,Bad Boys,6.785,1995-04-07,119,en,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg,"Action, Comedy, Crime, Thriller"
449176,"Love, Simon",8.041,2018-02-16,110,en,Everyone deserves a great love story. But for seventeen-year old Simon Spier it's a little more complicated: he's yet to tell his family or friends he's gay and he doesn't know the identity of the anonymous classmate he's fallen for online.,/5YUYg5q7QfC4IoNwNUtiwdiYKPr.jpg,"Comedy, Drama, Romance"
250546,Annabelle,5.8,2014-10-02,99,en,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,/yLsuU2P2SpDYFwtZQ7dtfVAf6TE.jpg,Horror
390043,The Hitman's Bodyguard,6.891,2017-08-16,118,en,"The world’s top bodyguard gets a new client, a hitman who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.",/5CGjlz2vyBhW5xHW4eNOZIdgzYq.jpg,"Action, Comedy"
335988,Transformers: The Last Knight,6.059,2017-06-16,154,en,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,"Action, Adventure, Science Fiction"
440021,Happy Death Day,6.638,2017-10-12,97,en,"Caught in a bizarre and terrifying time warp, college student Tree finds herself repeatedly reliving the day of her murder, ultimately realizing that she must identify the killer and the reason for her death before her chances of survival run out.",/cTaEIUYTt52ooq9quVbAQ7NpGwo.jpg,"Horror, Mystery, Comedy"
644,A.I. Artificial Intelligence,7.041,2001-06-29,146,en,"David, a robotic boy—the first of his kind programmed to love—is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David.",/8MZSGX5JORoO72EfuAEcejH5yHn.jpg,"Drama, Science Fiction, Adventure"
565,The Ring,6.651,2002-10-18,115,en,Rachel Keller is a journalist investigating a videotape that may have killed four teenagers. There is an urban legend about this tape: the viewer will die seven days after watching it. Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring so she can save herself and her son.,/e2t5CKMox7tjv3iD3Ko7NdFa5lJ.jpg,"Horror, Mystery"
1995,Lara Croft: Tomb Raider,5.879,2001-06-11,100,en,"English aristocrat Lara Croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil Powell, who's in search of a powerful relic.",/7WyMvoqPYJe5g1ENsbLTv40pUrX.jpg,"Adventure, Fantasy, Action, Thriller"
331482,Little Women,7.895,2019-12-25,135,en,Four sisters come of age in America in the aftermath of the Civil War.,/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg,"Drama, Romance"
420809,Maleficent: Mistress of Evil,7.323,2019-10-16,119,en,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",/vloNTScJ3w7jwNwtNGoG8DbTThv.jpg,"Family, Fantasy, Adventure, Action"
277,Underworld,6.807,2003-09-19,122,en,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",/zsnQ41UZ3jo1wEeemF0eA9cAIU0.jpg,"Fantasy, Action, Thriller"
520763,A Quiet Place Part II,7.511,2021-05-21,97,en,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg,"Science Fiction, Thriller, Horror"
508439,Onward,7.726,2020-02-29,103,en,"In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.",/f4aul3FyD3jv3v4bul1IrkWZvzq.jpg,"Family, Animation, Adventure, Comedy, Fantasy"
406990,What Happened to Monday,7.17,2017-08-18,123,en,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.",/atOgZMJpMrTdpqvPiHVPfBhR61l.jpg,"Science Fiction, Thriller, Drama, Mystery, Action"
5255,The Polar Express,6.707,2004-11-10,100,en,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",/eOoCzH0MqeGr2taUZO4SwG416PF.jpg,"Animation, Adventure, Family, Fantasy"
49017,Dracula Untold,6.401,2014-10-01,92,en,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire, Dracula.",/xJJFZ7tYASyQ7rNOLTrb2JpDc7A.jpg,"Horror, Action, Fantasy"
88,Dirty Dancing,7.345,1987-08-21,100,en,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",/9Jw6jys7q9gjzVX5zm1z0gC8gY9.jpg,"Drama, Music, Romance"
1368,First Blood,7.5,1982-10-22,93,en,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.",/a9sa6ERZCpplbPEO7OMWE763CLD.jpg,"Action, Adventure, Thriller, War"
47933,Independence Day: Resurgence,5.283,2016-06-22,120,en,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",/9S50foUIYGwiNPWOxi1WJF6IPwI.jpg,"Action, Adventure, Science Fiction"
238713,Spy,6.832,2015-05-06,120,en,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",/vPBmfMHxQvRRNGYD5S5ko2KnX56.jpg,"Action, Comedy, Crime"
11544,Lilo & Stitch,7.516,2002-06-21,85,en,"As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family.",/d73UqZWyw3MUMpeaFcENgLZ2kWS.jpg,"Animation, Family"
1018,Mulholland Drive,7.827,2001-06-06,147,en,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",/tVxGt7uffLVhIIcwuldXOMpFBPX.jpg,"Thriller, Drama, Mystery"
